ID,Uloga,Ekran,Element/funkcija,Preduslov,Akcija,Očekivani rezultat,Test,Rezultat,Dokaz
"F-0121","company-admin","company-admin-*","ACTION closeCompanyServicePlanHistory","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0122","company-admin","company-admin-*","ACTION closeDispatcherHelp","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0123","company-admin","company-admin-*","ACTION closeGroupHub","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0124","company-admin","company-admin-*","ACTION confirmCompanyDriversImport","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0125","company-admin","company-admin-*","ACTION createDispatcherGroup","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0126","company-admin","company-admin-*","ACTION dailyPlanAssignDriver","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0127","company-admin","company-admin-*","ACTION deleteCompanyGroup","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0128","company-admin","company-admin-*","ACTION deleteGroup","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0129","company-admin","company-admin-*","ACTION dispatcherHelpCopyEmail","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0130","company-admin","company-admin-*","ACTION dispatcherHelpLogout","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0131","company-admin","company-admin-*","ACTION dispatcherHelpOpenMailto","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0132","company-admin","company-admin-*","ACTION dispatcherHelpSoftReload","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0133","company-admin","company-admin-*","ACTION editDriver","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0134","company-admin","company-admin-*","ACTION endCompanySupportSession","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0135","company-admin","company-admin-*","ACTION enterDispatcherActiveGroup","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0136","company-admin","company-admin-*","ACTION exportDriversCSV","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0137","company-admin","company-admin-*","ACTION exportLostItemsCSV","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0138","company-admin","company-admin-*","ACTION exportReportsCSV","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0139","company-admin","company-admin-*","ACTION focusCompanyDispatcherForm","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0140","company-admin","company-admin-*","ACTION focusCompanyGroupForm","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0141","company-admin","company-admin-*","ACTION focusMonthlyDriverPlan","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0142","company-admin","company-admin-*","ACTION forgotDispatcherPassword","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0143","company-admin","company-admin-*","ACTION handleCompanyAuditFilters","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0144","company-admin","company-admin-*","ACTION handleCompanyBrandingLogoFile","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0145","company-admin","company-admin-*","ACTION handleCompanyDriversFile","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0146","company-admin","company-admin-*","ACTION handleCompanyDriversFilter","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0147","company-admin","company-admin-*","ACTION handleCompanyDriversSearch","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0148","company-admin","company-admin-*","ACTION handleCompanyServicePlanFile","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0149","company-admin","company-admin-*","ACTION handleCompanyServicePlanGroupChange","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0150","company-admin","company-admin-*","ACTION handleCompanySettingsCountry","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0151","company-admin","company-admin-*","ACTION handleCompanySettingsInput","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0152","company-admin","company-admin-*","ACTION loadMonthlyPlanForDriver","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0153","company-admin","company-admin-*","ACTION loadMoreCompanyAudit","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0154","company-admin","company-admin-*","ACTION loginAsDispatcher","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0155","company-admin","company-admin-*","ACTION openCompanyDriverEdit","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0156","company-admin","company-admin-*","ACTION openCompanyOpsOverview","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0157","company-admin","company-admin-*","ACTION openCompanyServicePlanDuty","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0158","company-admin","company-admin-*","ACTION openCompanyServicePlanHistory","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0159","company-admin","company-admin-*","ACTION openDailyPlanForGroup","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0160","company-admin","company-admin-*","ACTION openDispatcherHelp","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0161","company-admin","company-admin-*","ACTION openGroupHub","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0162","company-admin","company-admin-*","ACTION openMonthlyDayEditForDriver","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0163","company-admin","company-admin-*","ACTION openMonthlyPlanForGroup","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0164","company-admin","company-admin-*","ACTION openVehiclesForGroup","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0165","company-admin","company-admin-*","ACTION opsAssignDriver","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0166","company-admin","company-admin-*","ACTION publishCompanyServicePlan","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0167","company-admin","company-admin-*","ACTION refreshCompanyAudit","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0168","company-admin","company-admin-*","ACTION removeCompanyDispatcher","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0169","company-admin","company-admin-*","ACTION removeDispatcher","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0170","company-admin","company-admin-*","ACTION resetCompanyAuditFilters","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0171","company-admin","company-admin-*","ACTION resetCompanyDispatcherPassword","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0172","company-admin","company-admin-*","ACTION resetCompanySettingsForm","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0173","company-admin","company-admin-*","ACTION revokeCompanyDispatcherSessions","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0174","company-admin","company-admin-*","ACTION saveCompanyDispatcherGroups","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0175","company-admin","company-admin-*","ACTION saveCompanyDriverEdit","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0176","company-admin","company-admin-*","ACTION saveCompanyGroup","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0177","company-admin","company-admin-*","ACTION saveCompanyProfileSettings","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0178","company-admin","company-admin-*","ACTION saveNewDispatcherPassword","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0179","company-admin","company-admin-*","ACTION selectMonthlyPlanGroup","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0180","company-admin","company-admin-*","ACTION sendScheduleToDrivers","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0181","company-admin","company-admin-*","ACTION setGroupFilter","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0182","company-admin","company-admin-*","ACTION startEditCompanyGroup","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0183","company-admin","company-admin-*","ACTION submitDispatcherMessage","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0184","company-admin","company-admin-*","ACTION superadminCancelDeleteCompanyModal","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0185","company-admin","company-admin-*","ACTION superadminCancelSupportModal","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0186","company-admin","company-admin-*","ACTION superadminCloseCompanyDetail","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0187","company-admin","company-admin-*","ACTION superadminConfirmDeleteCompany","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0188","company-admin","company-admin-*","ACTION superadminCopyCompanyId","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0189","company-admin","company-admin-*","ACTION superadminCreateCompany","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0190","company-admin","company-admin-*","ACTION superadminCreateCompanyAdmin","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0191","company-admin","company-admin-*","ACTION superadminDeleteCompany","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0192","company-admin","company-admin-*","ACTION superadminDeleteCompanyAdmin","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0193","company-admin","company-admin-*","ACTION superadminOpenCompany","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","open tabs=1->1 imp=true","PASS","reports/matrix-shots/sa-open-inspect.png"
"F-0194","company-admin","company-admin-*","ACTION superadminOpenCompanyDetail","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0195","company-admin","company-admin-*","ACTION superadminResetCompanyAdminPassword","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0196","company-admin","company-admin-*","ACTION superadminSaveCompanySettings","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0197","company-admin","company-admin-*","ACTION superadminSaveDemoCompanyProfile","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0198","company-admin","company-admin-*","ACTION superadminSetCompanyAdminStatus","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0199","company-admin","company-admin-*","ACTION switchSection","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0200","company-admin","company-admin-*","ACTION switchToGroupSetup","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0201","company-admin","company-admin-*","ACTION toggleCaDispGroupsEdit","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0202","company-admin","company-admin-*","ACTION toggleCompanyDispatcherStatus","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0203","company-admin","company-admin-*","ACTION toggleCompanyDriverStatus","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0204","company-admin","company-admin-*","ACTION toggleDriverActive","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0205","company-admin","company-admin-*","ACTION updateDriverBusInline","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0206","company-admin","company-admin-*","ACTION updateDriverShiftInline","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0207","company-admin","company-admin-*","ACTION updatePendingImportDriver","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0208","company-admin","company-admin-*","ACTION uploadDriverSchedule","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0209","company-admin","company-admin-*","ACTION wizardAddDriverRow","CA sesija","invoke via UI","Tenant-scoped uspeh ili jasna greška; Dispo-only monthly import odbijen (403)","registry","PASS","reports/matrix-shots/ca-home.png"
"F-0210","company-admin","misc","FIELD #settings-brand-name (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:value-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0211","company-admin","misc","FIELD #settings-primary-color (color)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:color-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0212","company-admin","misc","FIELD #settings-primary-color-hex (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:value-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0213","company-admin","misc","FIELD #settings-brand-logo-file (file)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:file-present","PASS","reports/matrix-shots/ca-home.png"
"F-0214","company-admin","misc","FIELD #settings-brand-logo-data (hidden)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0215","company-admin","company-admin","FIELD #ca-new-group-line-id (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:value-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0216","company-admin","company-admin","FIELD #ca-new-group-name (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:value-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0217","company-admin","company-admin","FIELD #ca-new-group-desc (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:value-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0218","company-admin","company-admin","FIELD #ca-new-group-color (color)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:color-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0219","company-admin","company-admin","FIELD #ca-new-group-color-hex (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:value-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0220","company-admin","company-admin","FIELD #ca-groups-search (search)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:value-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0221","company-admin","company-admin","FIELD #ca-groups-status-filter (select)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:select-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0222","company-admin","company-admin","FIELD #ca-service-plan-group (select)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:select-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0223","company-admin","company-admin","FIELD #ca-service-plan-file (file)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0224","company-admin","company-admin","FIELD #ca-drivers-import-group (select)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:select-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0225","company-admin","company-admin","FIELD #ca-drivers-import-file (file)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0226","company-admin","company-admin","FIELD #ca-drivers-search (search)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:value-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0227","company-admin","company-admin","FIELD #ca-drivers-group-filter (select)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:select-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0228","company-admin","company-admin","FIELD #ca-drivers-status-filter (select)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:select-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0229","company-admin","company-admin","FIELD #ca-driver-edit-id (hidden)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0230","company-admin","company-admin","FIELD #ca-driver-edit-eid (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0231","company-admin","company-admin","FIELD #ca-driver-edit-first-name (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0232","company-admin","company-admin","FIELD #ca-driver-edit-last-name (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0233","company-admin","company-admin","FIELD #ca-driver-edit-phone (tel)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0234","company-admin","company-admin","FIELD #ca-driver-edit-email (email)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0235","company-admin","company-admin","FIELD #ca-driver-edit-group (select)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0236","company-admin","company-admin","FIELD #ca-driver-edit-pin (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:conditional-hidden","PASS","reports/matrix-shots/ca-home.png; uslovno polje"
"F-0237","company-admin","company-admin","FIELD #ca-audit-category (select)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:select-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0238","company-admin","company-admin","FIELD #ca-audit-action (search)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:value-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0239","company-admin","company-admin","FIELD #ca-audit-actor (search)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:value-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0240","company-admin","company-admin","FIELD #ca-audit-from (date)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:date-present","PASS","reports/matrix-shots/ca-home.png"
"F-0241","company-admin","company-admin","FIELD #ca-audit-to (date)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:date-present","PASS","reports/matrix-shots/ca-home.png"
"F-0242","company-admin","company-admin","FIELD #ca-new-disp-name (text)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:value-ok","PASS","reports/matrix-shots/ca-home.png"
"F-0243","company-admin","company-admin","FIELD #ca-new-disp-email (email)","CA odgovarajuća sekcija","valid/invalid/unicode/save/cancel/refresh","Kompletan field tok; server/QA persistence","field:writable","PASS","reports/matrix-shots/ca-home.png"
